code,shape,area,score,percent,circles,num_lines,corners
2780,18,8280.5,60,15.0,4,0,38
2780,13,8277.0,57,14.25,4,0,39
2780,14,9544.5,69,17.25,3,0,41
2780,16,6176.0,66,16.5,3,0,38
2780,14,8054.0,89,22.25,3,0,48
2780,13,8486.5,100,25.0,0,1,34
2780,12,9574.0,83,20.75,0,0,40
2780,15,8521.0,114,28.5,0,4,37
2780,14,9286.5,117,29.25,3,14,46
2780,12,8054.5,106,26.5,1,3,36
2780,17,6553.5,65,16.25,2,0,39
2780,12,8878.0,50,12.5,0,0,38
2780,18,8179.5,97,24.25,2,0,43
2780,18,8567.5,91,22.75,1,0,42
2780,11,9134.0,162,40.5,0,2,36
2780,18,8599.5,89,22.25,1,0,37
2780,10,9196.0,109,27.25,0,3,36
2780,7,8543.5,95,23.75,0,0,42
2780,10,9709.0,105,26.25,0,2,42
2780,10,8316.5,104,26.0,0,1,39
2780,13,9488.5,150,37.5,1,15,35
2780,12,8084.0,119,29.75,3,2,37
2780,11,9820.0,70,17.5,0,0,44
2780,20,3958.0,64,16.0,2,0,26
2780,13,6110.5,66,16.5,2,0,40
2780,12,8414.0,86,21.5,2,0,35
2780,17,9570.5,126,31.5,3,1,41
2780,12,8407.0,110,27.5,1,4,37
2780,13,9658.5,127,31.75,0,6,41
2780,13,8533.0,112,28.0,0,2,44
2780,16,8179.0,90,22.5,1,0,42
2780,12,8513.5,100,25.0,0,1,35
2780,13,9004.0,77,19.25,0,0,29
2780,16,6452.0,100,25.0,3,1,36
2780,12,9780.5,89,22.25,1,0,45
2780,19,5921.0,72,18.0,4,0,29
2780,17,8027.0,82,20.5,5,0,42
2780,11,8357.0,112,28.0,1,10,38
2780,10,9118.0,156,39.0,0,4,26
2780,14,8049.0,91,22.75,5,0,43
2780,18,8671.5,62,15.5,2,0,51
2780,18,7230.5,58,14.5,3,0,40
2780,13,9712.0,62,15.5,1,0,35
2780,16,5816.5,61,15.25,2,0,29
2780,13,9464.0,77,19.25,0,0,35
2780,16,6797.0,79,19.75,3,0,33
2780,15,6405.5,89,22.25,2,0,37
2780,11,8455.0,66,16.5,0,0,33
2780,13,9473.0,74,18.5,1,0,43
2780,17,7511.0,77,19.25,2,0,35
2780,10,9368.5,134,33.5,0,11,38
2780,18,8112.5,103,25.75,4,2,37
2780,12,9487.0,77,19.25,0,0,48
2780,17,6530.5,66,16.5,4,0,33
2780,19,8302.0,102,25.5,2,2,40
2780,19,8183.5,115,28.75,0,8,40
2780,12,9232.5,91,22.75,2,0,45
2780,15,6736.5,65,16.25,2,0,33
2780,13,9387.0,116,29.0,2,2,43
2780,13,8686.0,137,34.25,0,2,39
2780,13,9731.5,61,15.25,0,0,40
2780,19,4029.0,64,16.0,3,0,24
2780,19,8902.5,66,16.5,3,0,37
2780,14,6346.0,55,13.75,2,0,33
2780,13,9390.0,77,19.25,3,0,42
2780,11,8533.5,131,32.75,0,5,38
2780,13,7571.5,67,16.75,3,0,45
2780,12,8126.5,67,16.75,2,0,36
2780,18,6867.5,64,16.0,2,0,35
2780,16,8390.0,63,15.75,2,0,38
2780,14,10197.0,95,23.75,1,0,47
2780,15,6363.0,78,19.5,2,0,37
2780,12,8435.0,110,27.5,3,5,51
2780,17,8387.5,94,23.5,2,0,37
2780,14,5000.0,68,17.0,3,0,26
2780,13,8725.0,70,17.5,2,0,39
2780,16,9217.5,101,25.25,1,2,40
2780,12,7981.5,111,27.75,1,4,41
2780,10,9542.0,66,16.5,3,0,40
2780,17,7368.5,78,19.5,2,0,36
2780,13,9170.5,117,29.25,1,6,43
2780,14,8674.0,119,29.75,0,8,37
2780,14,8653.0,65,16.25,4,0,36
2780,19,7538.0,67,16.75,3,0,31
2780,14,9703.0,64,16.0,1,0,42
2780,14,6035.5,59,14.75,3,0,36
2780,14,8783.0,110,27.5,3,4,40
2780,14,8506.0,101,25.25,0,1,37
2780,9,9894.0,87,21.75,0,0,42
2780,11,8359.5,157,39.25,0,3,37
2780,15,7771.0,64,16.0,2,0,46
2780,14,8262.5,67,16.75,1,0,35
2780,16,9581.5,140,35.0,2,11,38
2780,13,7964.0,116,29.0,5,3,43
2780,19,7768.5,78,19.5,2,0,47
2780,12,8242.0,82,20.5,1,0,42
2780,18,8312.5,65,16.25,5,0,38
2780,14,8164.0,90,22.5,6,0,33
2780,17,8510.5,71,17.75,2,0,35
2780,14,6989.5,71,17.75,3,0,37
2780,18,9305.0,61,15.25,3,0,41
2780,16,7518.0,66,16.5,4,0,37
2780,10,9446.5,145,36.25,0,4,40
2780,14,8089.5,126,31.5,2,2,37
2780,10,9659.0,51,12.75,0,0,44
2780,12,3474.5,60,15.0,2,0,24
2780,11,9028.5,130,32.5,0,4,36
2780,13,8493.0,116,29.0,2,2,45
2780,12,9492.5,175,43.75,1,3,45
2780,15,8200.5,91,22.75,1,0,33
2780,12,8947.0,80,20.0,4,0,35
2780,15,8032.5,80,20.0,3,0,35
2780,10,9085.0,143,35.75,0,5,32
2780,17,8089.5,115,28.75,2,1,39
2780,12,9394.0,137,34.25,1,1,41
2780,9,8362.0,154,38.5,0,12,39
2780,17,7969.5,102,25.5,3,4,36
2780,14,8739.0,71,17.75,0,0,38
2780,13,6062.0,76,19.0,1,0,36
2780,13,8704.0,67,16.75,0,0,36
2780,14,9777.0,102,25.5,0,2,46
2780,19,6748.0,102,25.5,4,1,41
2780,10,9259.5,175,43.75,1,5,39
2780,17,8869.0,108,27.0,4,1,37
2780,12,9300.0,96,24.0,3,0,42
2780,17,7245.0,83,20.75,2,0,43
2780,11,9167.5,86,21.5,0,0,35
2780,14,8149.0,132,33.0,0,4,33
2780,14,8965.0,55,13.75,4,0,39
2780,17,7593.5,62,15.5,5,0,37
2780,17,8457.0,85,21.25,3,0,44
2780,14,8694.5,116,29.0,0,4,38
2780,17,8770.5,139,34.75,3,1,42
2780,10,8373.0,117,29.25,0,4,39
2780,15,6849.0,64,16.0,3,0,41
2780,14,8593.0,71,17.75,0,0,40
2780,14,8135.5,69,17.25,2,0,36
2780,18,7361.0,72,18.0,3,0,32
2780,14,9677.0,73,18.25,3,0,43
2780,17,7475.5,65,16.25,3,0,40
2780,11,9631.0,108,27.0,1,1,38
2780,18,6468.5,99,24.75,2,0,36
2780,14,9464.5,143,35.75,0,3,40
2780,13,8557.5,137,34.25,0,3,41
2780,10,8952.5,65,16.25,3,0,37
2780,20,6032.5,67,16.75,3,0,38
2780,10,9519.5,58,14.5,0,0,38
2780,15,4145.5,75,18.75,3,0,26
2780,14,9461.0,68,17.0,2,0,43
2780,17,6412.0,56,14.0,3,0,36
2780,18,9297.0,54,13.5,2,0,42
2780,16,6504.5,80,20.0,4,0,30
2780,13,9755.5,82,20.5,2,0,46
2780,15,5966.5,62,15.5,3,0,32
2780,11,9424.5,127,31.75,0,15,37
2780,17,7364.0,101,25.25,2,2,43
2780,19,7488.5,63,15.75,3,0,38
2780,14,8115.5,61,15.25,4,0,36
2780,15,7660.5,89,22.25,2,0,39
2780,12,8595.0,103,25.75,0,3,36
2780,17,8152.5,92,23.0,3,0,38
2780,14,8721.0,122,30.5,1,20,35
2780,15,6406.5,74,18.5,2,0,34
2780,14,8675.5,62,15.5,0,0,40
2780,18,9453.0,50,12.5,2,0,40
2780,16,6785.0,67,16.75,5,0,35
3001,14,48504.0,106,26.5,0,2,47
3001,5,61388.5,190,47.5,7,20,108
3001,7,70917.0,111,27.75,0,1,108
3001,7,57505.0,285,71.25,0,3,73
3001,6,74497.5,127,31.75,0,1,93
3001,6,62582.5,246,61.5,1,1,73
3001,11,61299.5,79,19.75,0,0,74
3001,7,57878.5,86,21.5,3,0,75
3001,13,82.0,69,17.25,0,0,54
3001,6,66576.5,32,8.0,0,0,99
3001,5,72834.5,104,26.0,5,1,96
3001,21,42437.0,112,28.0,3,1,84
3001,9,47407.5,100,25.0,0,1,59
3001,5,60975.5,75,18.75,0,0,96
3001,11,54538.5,95,23.75,0,0,86
3001,6,62383.5,99,24.75,4,0,58
3001,6,64028.5,110,27.5,0,1,87
3001,7,57848.5,128,32.0,1,3,71
3001,9,64502.0,83,20.75,0,0,86
3001,6,44725.5,129,32.25,0,2,61
3001,6,70041.0,153,38.25,4,3,69
3001,16,59048.0,167,41.75,0,4,94
3001,6,64357.5,125,31.25,6,10,68
3001,10,55930.0,82,20.5,1,0,71
3001,5,73644.0,87,21.75,11,0,104
3001,17,44841.5,120,30.0,0,2,77
3001,7,54128.0,93,23.25,0,0,80
3001,5,59788.0,111,27.75,0,1,91
3001,6,71267.0,70,17.5,6,0,70
3001,11,50502.5,80,20.0,0,0,88
3001,4,65099.0,233,58.25,7,134,109
3001,7,52722.0,163,40.75,1,8,62
3001,6,64407.5,75,18.75,0,0,88
3001,6,58058.5,145,36.25,1,5,73
3001,12,22973.0,105,26.25,0,3,24
3001,5,60161.5,53,13.25,10,0,84
3001,6,61323.5,96,24.0,0,0,58
3001,6,55489.0,57,14.25,1,0,80
3001,11,46823.0,140,35.0,0,1,48
3001,16,51170.0,131,32.75,0,1,65
3001,10,41938.0,67,16.75,0,0,52
3001,8,12.0,79,19.75,0,0,72
3001,6,73820.0,55,13.75,0,0,131
3001,10,243.5,76,19.0,1,0,68
3001,6,65334.0,113,28.25,1,2,67
3001,12,57117.5,120,30.0,0,1,85
3001,13,29599.5,103,25.75,0,1,28
3001,4,58911.0,113,28.25,7,4,88
3001,7,56048.5,111,27.75,0,4,61
3001,6,59382.0,57,14.25,0,0,82
3001,4,73348.5,156,39.0,8,12,118
3001,6,59658.5,150,37.5,14,1,75
3001,1,0.0,151,37.75,0,1,75
3001,5,62769.0,215,53.75,7,31,107
3001,11,53564.5,80,20.0,0,0,84
3001,6,61795.5,96,24.0,4,0,73
3001,5,66211.5,123,30.75,0,1,72
3001,18,40.5,156,39.0,0,7,57
3001,7,62613.5,178,44.5,0,3,77
3001,5,46721.5,68,17.0,0,0,97
3001,11,37329.5,66,16.5,0,0,57
3001,7,58685.5,62,15.5,0,0,86
3001,18,49167.0,67,16.75,0,0,45
3001,17,47602.0,54,13.5,2,0,62
3001,6,74218.5,146,36.5,0,1,105
3001,9,43956.5,98,24.5,0,0,62
3001,11,60726.5,82,20.5,0,0,72
3001,6,54137.0,104,26.0,1,1,67
3001,8,42960.0,44,11.0,1,0,59
3001,11,41168.0,95,23.75,1,0,45
3001,12,56175.0,116,29.0,0,8,68
3001,6,48039.5,89,22.25,0,0,93
3001,16,45827.5,130,32.5,0,7,50
3001,19,43878.5,170,42.5,1,1,48
3001,9,6.0,98,24.5,0,0,88
3001,5,59675.5,98,24.5,2,0,73
3001,4,50928.0,135,33.75,0,2,57
3001,5,56646.0,96,24.0,0,0,64
3001,7,65119.5,88,22.0,2,0,73
3001,12,42660.5,83,20.75,0,0,49
3001,6,72293.0,107,26.75,0,1,97
3001,7,52953.5,82,20.5,1,0,80
3001,5,69010.5,35,8.75,0,0,107
3001,11,27770.0,79,19.75,0,0,47
3001,6,62085.0,145,36.25,10,46,92
3001,7,56771.5,122,30.5,2,9,69
3001,6,73236.0,47,11.75,0,0,102
3001,12,94.5,127,31.75,0,1,58
3001,5,72798.5,67,16.75,0,0,109
3001,4,1.0,79,19.75,1,0,68
3001,7,63624.5,108,27.0,3,3,71
3001,20,44837.5,64,16.0,2,0,53
3001,5,54201.5,76,19.0,0,0,84
3001,6,62280.0,92,23.0,4,0,55
3001,8,66205.5,111,27.75,2,2,66
3001,6,51840.0,136,34.0,4,3,85
3001,6,49326.5,39,9.75,0,0,50
3001,11,46845.0,71,17.75,0,0,68
3001,13,49120.5,56,14.0,0,0,75
3001,11,36390.5,73,18.25,0,0,42
3001,7,75454.0,130,32.5,7,3,115
3001,6,57815.0,198,49.5,12,6,79
3001,6,61596.5,194,48.5,0,4,64
3001,4,52902.0,46,11.5,0,0,74
3001,16,58128.5,122,30.5,0,4,104
3001,6,65817.5,88,22.0,7,0,105
3001,11,105.0,97,24.25,0,0,50
3001,6,65325.5,33,8.25,0,0,103
3001,20,45478.0,89,22.25,0,0,40
3001,6,73382.5,225,56.25,1,3,94
3001,9,64995.5,80,20.0,0,0,82
3001,6,63564.0,156,39.0,2,3,71
3001,6,70786.5,95,23.75,1,0,75
3001,6,72571.0,202,50.5,1,3,68
3001,11,51409.5,37,9.25,0,0,54
3001,10,27054.5,43,10.75,1,0,48
3001,11,52438.5,96,24.0,0,0,97
3001,6,75538.0,85,21.25,6,0,105
3001,8,54127.5,41,10.25,1,0,64
3001,9,40305.0,58,14.5,0,0,37
3001,4,64602.0,139,34.75,5,12,94
3001,17,56585.5,199,49.75,3,6,69
3001,8,60108.5,148,37.0,0,4,73
3001,6,59781.5,98,24.5,0,0,77
3001,15,55807.5,115,28.75,2,1,64
3001,6,63711.5,139,34.75,8,25,64
3001,11,67510.5,71,17.75,0,0,101
3001,5,50553.5,125,31.25,0,2,64
3001,10,222.5,82,20.5,0,0,68
3001,5,70408.5,328,82.0,8,18,123
3001,4,61815.0,84,21.0,1,0,87
3001,12,59280.5,61,15.25,0,0,60
3001,7,67369.0,82,20.5,0,0,83
3001,6,60253.0,91,22.75,0,0,75
3001,16,50117.0,36,9.0,0,0,52
3001,4,65152.0,237,59.25,6,51,97
3001,6,72580.5,65,16.25,0,0,89
3001,4,1.0,92,23.0,0,0,54
3001,5,60487.0,150,37.5,1,3,53
3001,4,56658.0,43,10.75,0,0,77
3001,6,44206.5,96,24.0,0,0,55
3001,6,74668.0,55,13.75,1,0,105
3001,6,63057.0,128,32.0,1,1,70
3001,6,65337.0,81,20.25,0,0,79
3001,1,0.0,75,18.75,1,0,90
3001,10,60946.0,65,16.25,0,0,85
3001,12,45598.0,90,22.5,0,0,58
3001,5,72586.5,155,38.75,0,1,107
3001,4,1.5,165,41.25,0,25,76
3001,5,53797.0,145,36.25,4,2,62
3001,10,35694.5,79,19.75,1,0,48
3001,12,50143.0,43,10.75,0,0,54
3001,7,63677.5,124,31.0,0,4,67
3001,4,58590.0,84,21.0,0,0,92
3001,11,26.5,170,42.5,1,1,64
3001,4,64558.5,54,13.5,0,0,69
3001,8,33875.0,41,10.25,0,0,34
3001,4,64300.5,113,28.25,0,1,84
3001,6,74053.0,123,30.75,2,1,87
3001,7,68352.5,127,31.75,0,3,79
3001,8,41101.0,131,32.75,0,1,38
3001,6,70390.5,62,15.5,0,0,96
3001,12,66339.5,172,43.0,0,8,102
3001,6,63042.0,95,23.75,1,0,69
3001,6,71642.5,160,40.0,6,27,126
3001,6,60769.0,165,41.25,1,4,91
3001,9,658.0,96,24.0,1,0,64
3001,5,72622.0,54,13.5,0,0,101
3001,10,53335.5,88,22.0,0,0,56
3001,16,55662.5,85,21.25,0,0,69
3001,7,60266.0,157,39.25,0,2,80
3001,6,73754.0,67,16.75,0,0,100
3001,12,63435.0,84,21.0,1,0,85
3001,6,66437.5,146,36.5,1,3,68
3001,5,62173.0,46,11.5,0,0,82
3001,12,29558.0,74,18.5,0,0,49
3001,6,63668.5,59,14.75,0,0,86
3001,6,63854.0,131,32.75,0,4,76
3001,5,70332.5,82,20.5,0,0,113
3001,6,62710.0,77,19.25,0,0,79
3001,17,48480.0,60,15.0,1,0,49
3001,14,56639.5,64,16.0,0,0,73
3001,4,65241.0,126,31.5,6,12,109
3001,10,37992.5,123,30.75,0,1,40
3001,6,53273.5,110,27.5,0,3,79
3001,6,68441.0,93,23.25,2,0,93
3001,14,58319.0,157,39.25,0,72,81
3001,6,66646.0,168,42.0,10,2,78
3001,14,27164.0,81,20.25,0,0,32
3001,4,71492.0,110,27.5,7,1,118
3001,6,72182.0,59,14.75,1,0,89
3001,5,54844.0,86,21.5,0,0,51
3001,5,73423.5,140,35.0,15,22,105
3001,7,70618.5,87,21.75,12,0,88
3001,6,72774.0,116,29.0,2,3,90
3001,7,69827.0,164,41.0,0,5,75
3001,7,66990.5,117,29.25,1,1,70
3001,5,68553.5,89,22.25,0,0,111
3001,5,56863.0,139,34.75,11,42,86
3001,7,61254.5,168,42.0,1,5,71
3001,7,56739.0,131,32.75,1,5,63
3001,8,54918.5,81,20.25,1,0,71
3001,20,47215.5,50,12.5,0,0,54
3001,5,61221.5,204,51.0,6,62,102
3001,6,69936.0,173,43.25,12,43,91
3001,5,48685.0,128,32.0,14,24,85
3001,12,57335.5,85,21.25,0,0,65
3001,7,53793.0,89,22.25,1,0,61
3001,6,67510.0,91,22.75,3,0,92
3001,9,42921.5,103,25.75,0,1,64
3001,11,112.0,237,59.25,0,36,54
3001,6,54216.5,57,14.25,0,0,105
3001,7,50735.5,94,23.5,0,0,66
3001,6,61583.0,35,8.75,1,0,68
3001,6,75188.0,63,15.75,8,0,119
3001,16,22643.0,97,24.25,1,0,44
3001,9,46083.0,145,36.25,2,11,67
3001,6,64699.5,129,32.25,9,5,112
3001,6,69358.5,51,12.75,0,0,88
3001,7,52182.5,122,30.5,0,5,73
3001,4,63727.5,89,22.25,0,0,65
3001,12,2270.0,93,23.25,0,0,62
3001,7,72425.5,202,50.5,7,3,76
3001,8,61614.5,152,38.0,0,6,91
3001,9,37552.5,118,29.5,1,1,51
3001,11,52008.0,57,14.25,0,0,66
3001,6,69240.0,108,27.0,3,1,103
3001,11,42876.0,93,23.25,0,0,83
3001,5,71603.5,196,49.0,6,83,132
3001,10,46385.0,143,35.75,0,3,56
3001,12,44646.5,136,34.0,0,1,40
3001,7,62190.0,62,15.5,0,0,92
3001,6,68936.5,52,13.0,0,0,84
3001,6,58045.5,115,28.75,1,3,79
3001,11,62525.5,94,23.5,0,0,75
3001,6,53953.5,105,26.25,0,1,66
3001,11,200.0,43,10.75,0,0,51
3001,7,43560.5,30,7.5,0,0,48
3001,13,30931.5,64,16.0,1,0,44
3001,14,40663.5,57,14.25,0,0,46
3001,6,65810.0,194,48.5,8,32,65
3001,18,53049.5,83,20.75,0,0,65
3001,14,54789.0,62,15.5,0,0,70
3001,9,36768.5,119,29.75,1,1,59
3001,5,73428.5,262,65.5,8,6,103
3001,20,46521.0,115,28.75,1,2,65
3001,6,63196.0,107,26.75,1,1,98
3001,8,44334.0,102,25.5,0,1,45
3001,9,43757.0,58,14.5,0,0,89
3001,4,60157.0,55,13.75,0,0,90
3001,10,57523.5,79,19.75,0,0,73
3001,7,58800.5,107,26.75,1,3,72
3001,6,72903.5,134,33.5,2,5,89
3001,7,58682.5,106,26.5,0,2,75
3001,10,66205.0,117,29.25,0,2,90
3001,5,54322.0,111,27.75,3,4,57
3001,6,61966.0,114,28.5,10,6,85
3001,5,54085.5,107,26.75,11,3,88
3001,9,45524.5,116,29.0,1,3,62
3001,5,66293.5,129,32.25,8,17,115
3001,10,503.0,116,29.0,1,1,83
3001,6,64271.0,127,31.75,6,9,103
3001,5,52845.0,151,37.75,10,55,88
3001,6,60183.5,152,38.0,9,11,81
3001,6,72387.0,132,33.0,2,4,86
3001,8,54030.0,146,36.5,0,1,101
3001,7,59013.0,234,58.5,1,17,68
3001,6,67125.5,229,57.25,13,114,108
3001,10,48423.5,131,32.75,1,17,51
3001,6,63183.0,93,23.25,6,0,103
3001,6,64616.5,72,18.0,0,0,80
3001,6,54725.5,79,19.75,1,0,60
3001,5,74608.5,112,28.0,8,5,122
3001,9,28095.0,55,13.75,0,0,30
3001,4,60849.0,100,25.0,10,1,68
3001,10,58274.0,93,23.25,0,0,95
3001,6,75442.0,156,39.0,12,26,105
3001,7,61496.0,183,45.75,15,13,80
3001,6,68091.5,84,21.0,6,0,60
3001,9,57902.0,117,29.25,0,1,99
3001,5,66939.5,152,38.0,6,19,123
3001,10,51526.0,181,45.25,0,4,62
3001,6,52898.0,108,27.0,13,4,82
3001,4,56506.0,105,26.25,6,1,102
3001,6,72349.0,127,31.75,0,2,101
3001,13,48444.5,104,26.0,0,2,60
3001,6,2.5,238,59.5,0,52,38
3001,6,60350.0,108,27.0,14,2,117
3001,15,49346.0,147,36.75,0,48,54
3001,6,63778.5,153,38.25,7,28,111
3001,4,60276.5,78,19.5,2,0,86
3001,7,49392.5,83,20.75,0,0,69
3001,6,67460.0,186,46.5,0,3,90
3001,6,59343.0,83,20.75,0,0,107
3001,11,61898.5,81,20.25,0,0,76
3001,4,1.5,112,28.0,0,2,84
3001,6,66458.5,35,8.75,1,0,100
3001,8,34117.5,161,40.25,0,3,71
3001,8,60228.0,126,31.5,1,1,75
3001,7,41489.0,159,39.75,4,3,65
3001,11,62108.5,80,20.0,2,0,80
3001,6,59155.0,96,24.0,3,0,72
3001,6,74500.5,108,27.0,10,1,97
3001,6,66473.0,161,40.25,12,10,92
3001,6,73200.0,79,19.75,0,0,122
3001,7,7.5,90,22.5,0,0,56
3001,4,63891.5,105,26.25,6,1,91
3001,14,53387.0,166,41.5,1,6,87
3001,5,74785.0,235,58.75,15,19,118
3001,7,60940.0,167,41.75,12,1,82
3001,11,61367.5,117,29.25,0,1,74
3001,7,54737.5,119,29.75,1,1,69
3001,5,68027.5,84,21.0,5,0,80
3001,4,2.5,76,19.0,0,0,76
3001,6,73768.5,297,74.25,1,4,117
3001,13,28.0,150,37.5,0,3,63
3001,5,71511.0,99,24.75,2,0,89
3001,7,52278.5,220,55.0,1,4,75
3001,7,66891.5,114,28.5,0,1,103
3001,6,61337.5,216,54.0,0,2,86
3001,6,65864.0,101,25.25,3,1,71
3001,6,57136.0,69,17.25,0,0,88
3001,8,57966.0,139,34.75,0,1,61
3001,14,48921.5,117,29.25,0,1,64
3001,6,67537.0,139,34.75,14,59,113
3001,6,53426.0,151,37.75,2,30,71
3001,6,72258.0,147,36.75,6,25,122
3001,7,59336.0,291,72.75,9,18,72
3001,7,62035.0,86,21.5,2,0,67
3001,19,44876.0,81,20.25,1,0,56
3001,9,51877.0,70,17.5,2,0,64
3001,14,48765.0,74,18.5,3,0,61
3001,6,69946.5,28,7.0,0,0,61
3001,16,11.5,59,14.75,0,0,53
3001,13,53271.0,166,41.5,0,76,51
3001,7,4.5,241,60.25,0,2,97
3001,7,57913.0,102,25.5,0,1,74
3001,11,56959.5,59,14.75,0,0,77
3001,5,3.5,81,20.25,1,0,61
3001,6,64305.5,54,13.5,6,0,100
3001,5,66227.5,196,49.0,0,9,78
3001,6,63569.0,301,75.25,0,1,107
3001,11,60700.0,78,19.5,0,0,77
3001,7,56746.0,110,27.5,1,1,71
3001,6,69898.5,75,18.75,0,0,76
3001,5,3.0,85,21.25,0,0,61
3001,14,52049.0,42,10.5,1,0,65
3001,14,20707.0,110,27.5,0,1,25
3001,4,49778.0,170,42.5,7,8,81
3001,11,49917.5,97,24.25,1,0,59
3001,17,50163.5,293,73.25,0,2,47
3001,6,57500.5,309,77.25,1,5,81
3001,11,62866.0,69,17.25,0,0,75
3001,7,55870.0,104,26.0,1,1,70
3001,6,74632.0,79,19.75,1,0,105
3001,10,43487.5,60,15.0,0,0,51
3001,6,52879.0,85,21.25,0,0,106
3001,11,49935.0,122,30.5,0,4,67
3001,14,47053.0,209,52.25,0,2,47
3001,5,60544.5,136,34.0,6,6,111
3001,6,66113.5,111,27.75,2,5,68
3001,10,55698.5,74,18.5,1,0,91
3001,7,61043.0,189,47.25,0,39,62
3001,5,56925.0,244,61.0,0,7,90
3001,13,107.0,108,27.0,3,2,31
3001,4,58491.0,110,27.5,6,5,86
3001,4,1.0,98,24.5,0,0,48
3001,6,65991.0,29,7.25,1,0,100
3001,14,48517.0,53,13.25,0,0,66
3001,9,37767.0,69,17.25,1,0,45
3001,7,61652.0,111,27.75,0,1,76
3001,5,64910.5,201,50.25,1,10,73
3001,6,69656.0,115,28.75,14,1,85
3001,6,53860.5,144,36.0,19,12,90
3001,6,71842.0,72,18.0,0,0,109
3001,6,44576.0,99,24.75,0,0,65
3001,16,54782.5,156,39.0,0,1,68
3001,3,0.5,134,33.5,2,2,85
3001,6,70929.5,89,22.25,1,0,112
3001,8,57728.5,161,40.25,1,4,78
3001,17,26580.5,106,26.5,0,2,54
3001,6,60855.0,33,8.25,0,0,92
3001,13,43121.0,54,13.5,0,0,39
3001,4,57397.5,135,33.75,6,10,100
3001,6,72751.5,148,37.0,9,21,94
3001,19,43133.0,155,38.75,0,4,51
3001,6,60564.5,190,47.5,0,4,68
3001,6,57658.5,78,19.5,1,0,74
3001,8,65979.0,117,29.25,9,5,90
3001,4,64958.5,276,69.0,8,28,105
3001,17,44360.5,230,57.5,0,4,46
3001,6,67744.0,203,50.75,9,40,130
3001,6,67984.0,96,24.0,0,0,70
3001,4,63832.5,119,29.75,0,1,68
3001,4,58032.5,231,57.75,14,36,86
3001,6,58134.0,119,29.75,6,17,70
3001,4,1.5,151,37.75,0,1,48
3001,6,66159.5,61,15.25,0,0,94
3001,7,62254.0,75,18.75,2,0,70
3001,15,41705.0,61,15.25,1,0,46
3001,21,27851.5,87,21.75,0,0,65
3001,6,67166.0,69,17.25,9,0,110
3001,6,71445.5,115,28.75,0,1,106
3001,8,57138.0,107,26.75,0,1,73
3001,7,57034.5,131,32.75,0,2,66
3001,10,54733.5,75,18.75,0,0,74
3001,8,48900.5,252,63.0,0,169,44
3001,7,53562.5,82,20.5,0,0,98
3001,6,61624.5,110,27.5,1,4,70
3001,10,55091.5,105,26.25,1,2,83
3001,16,56733.5,45,11.25,2,0,69
3001,15,41944.0,54,13.5,1,0,39
3001,12,29293.5,123,30.75,0,5,30
3001,5,63199.5,54,13.5,8,0,91
3001,6,21291.0,73,18.25,0,0,35
3001,10,55439.5,47,11.75,2,0,74
3001,6,70866.0,124,31.0,6,12,108
3001,12,811.0,108,27.0,2,1,79
3001,6,60638.0,98,24.5,1,0,67
3001,11,59881.0,105,26.25,0,1,92
3001,6,73391.0,176,44.0,0,2,120
3001,6,55007.5,137,34.25,1,7,84
3001,6,71608.0,242,60.5,6,74,110
3001,21,42297.0,141,35.25,4,1,49
3001,12,30322.0,92,23.0,0,0,37
3001,5,60843.5,62,15.5,5,0,74
3001,7,59664.5,102,25.5,0,1,64
3001,5,57309.0,90,22.5,1,0,76
3001,9,59018.5,168,42.0,0,3,87
3001,5,51595.0,76,19.0,2,0,82
3001,7,61695.0,130,32.5,2,2,65
3001,14,39228.0,45,11.25,0,0,37
3001,6,64870.0,68,17.0,3,0,77
3001,12,31182.5,63,15.75,0,0,43
3001,6,60815.5,86,21.5,0,0,68
3001,6,51643.5,79,19.75,0,0,83
3001,9,37305.5,163,40.75,0,2,41
3001,4,59059.0,124,31.0,7,28,86
3001,15,44419.5,48,12.0,1,0,34
3001,4,44654.0,64,16.0,0,0,80
3001,10,38420.0,144,36.0,0,4,47
3001,6,67636.0,127,31.75,8,34,122
3001,6,68414.5,104,26.0,0,1,98
3001,5,49475.5,85,21.25,0,0,95
3001,16,50399.0,120,30.0,0,4,69
3001,4,44603.0,108,27.0,2,1,65
3001,6,70084.5,62,15.5,0,0,116
3001,6,39508.5,179,44.75,0,4,60
3001,7,65025.5,74,18.5,0,0,72
3001,5,64632.5,111,27.75,0,1,95
3001,14,58708.0,58,14.5,0,0,71
3001,7,51366.0,68,17.0,1,0,65
3001,2,0.0,141,35.25,0,1,43
3001,6,60637.5,106,26.5,0,1,107
3001,10,44089.5,98,24.5,0,0,42
3001,6,62894.5,104,26.0,0,1,113
3001,7,47352.5,207,51.75,0,1,78
3001,6,58021.5,82,20.5,0,0,76
3001,6,69442.5,224,56.0,0,5,104
3001,6,62933.5,173,43.25,2,19,99
3001,13,49588.5,174,43.5,0,2,58
3001,6,61519.0,78,19.5,0,0,92
3001,5,70138.0,102,25.5,9,1,103
3001,9,34076.0,107,26.75,0,1,57
3001,5,71273.0,213,53.25,6,36,81
3001,15,56367.0,85,21.25,0,0,91
3001,12,52285.0,79,19.75,0,0,65
3001,7,44056.5,30,7.5,0,0,43
3001,10,63782.0,122,30.5,0,8,85
3001,5,54143.0,217,54.25,7,46,61
